date,year,type,country,area,location,activity,sex,age,injury,fatal (y/n),species,month,sex_count,hemisphere,season_hemisphere
Mar,2000,Invalid,NEW ZEALAND,North Island,Between the Kakanui River and Campbell's Bay,Kayaking,M,27,Reported as shark attack but probable drowning ,,Shark involvement  questionable,Mar,1.0,South Hemisphere,autumn
Feb,2000,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",,M,27,Right calf bitten,N,,Feb,1.0,North Hemisphere,winter
Feb,2000,Unprovoked,NEW ZEALAND,South Island,Oreti Beach (reported as the 4th person bitten in NZ in 2000),Surfing,M,12,"No injury, wetsuit punctured",N,,Feb,1.0,South Hemisphere,summer
Feb,2000,Unprovoked,AUSTRALIA,South Australia,"Point Sinclair, Cactus Beach near Penong",Surfing,M,26,Hand bitten,N,3 m [10'] shark,Feb,1.0,South Hemisphere,summer
Jan,2000,Unprovoked,THAILAND,Phang nga Province,Phang nga Island,Diving,M,35,FATAL,Y,,Jan,1.0,North Hemisphere,winter
Dec,1999,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Surfing,M,15,Six puncture wounds on  leg,N,Sevengill shark,Dec,1.0,South Hemisphere,summer
Dec,1999,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Swimming,F,13,Arm bitten,N,Sevengill shark,Dec,0.0,South Hemisphere,summer
Dec,1999,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,Bathing,F,12,A cut on her hand,N,Sevengill shark,Dec,0.0,South Hemisphere,summer
Dec,1999,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,18,"Leg bitten, surgically amputated",N,"Thought to involve a white, bull or tiger shark",Dec,1.0,South Hemisphere,summer
Dec,1999,Invalid,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",Spearfishing,M,39,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubarão da gralha preta -  a blacktip shark, C. limbatus",N,Shark involvement not confirmed,Dec,1.0,South Hemisphere,summer
Dec,1999,Unprovoked,USA,Florida,"Boynton Beach, Palm Beach County",Surfing,M,35,Right arm & fingers lacerated,N,,Dec,1.0,North Hemisphere,winter
Nov,1999,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,19,Lacerations to hand & wrist,N,,Nov,1.0,North Hemisphere,autumn
Nov,1999,Unprovoked,USA,Hawaii,"Big Island off Kona Village Resort, North Kona",Swimming,F,51,"Buttock bitten, hands lacerated",N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Nov,0.0,North Hemisphere,autumn
Nov,1999,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Surfing,M,35,Lower legs lacerated,N,"White shark, 3 m [10'] ",Nov,1.0,South Hemisphere,spring
Nov,1999,Unprovoked,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay","Spearfishing, but swimming at surface",M,39,Upper right thigh bitten,N,1.3 to 1.6 m shark,Nov,1.0,South Hemisphere,spring
Oct,1999,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Body boarding,M,45,Right foot lacerated,N,,Oct,1.0,North Hemisphere,autumn
Oct,1999,Unprovoked,USA,Florida,"Gulfstream Park beach, Palm Beach County",Body surfing,M,13,"Shark bit 8"" chunk from swim fin",N,,Oct,1.0,North Hemisphere,autumn
Oct,1999,Unprovoked,USA,Hawaii,Old Kona Airport State Park,"Surfing, lying on surfboard",M,16,Right arm bitten,N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,1.0,North Hemisphere,autumn
Sep,1999,Unprovoked,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",Wading to shore after surfing,M,22,3 one-inch lacerations to sole of right foot,N,,Sep,1.0,North Hemisphere,autumn
Sep,1999,Unprovoked,USA,California,"North of Pidgeon Point, San Mateo County",Kayaking,M,37,"No injury, but kayak scraped & dented",N,White shark,Sep,1.0,North Hemisphere,autumn
Sep,1999,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",Wading,F,61,Thigh (posterior) bitten,N,Unidentified,Sep,0.0,North Hemisphere,autumn
Sep,1999,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Wading,F,10,Toes lacerated,N,,Sep,0.0,North Hemisphere,autumn
Sep,1999,Unprovoked,USA,Florida,"Fort Pierce Inlet, St. Lucie County",Surfing,M,13,Right foot bitten,N,1.5 m to 1.8 m [5' to 6'] shark,Sep,1.0,North Hemisphere,autumn
Sep,1999,Provoked,USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",Wading,M,7,Left knee nipped by captive shark PROVOKED INCIDENT,N,0.9 m [3'] shark,Sep,1.0,North Hemisphere,autumn
Sep,1999,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Wading with surfboard,M,39,Right foot bitten,N,,Sep,1.0,North Hemisphere,autumn
Aug,1999,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Surfing,M,28,3-inch laceration to right foot,N,"""a small shark""",Aug,1.0,North Hemisphere,summer
Aug,1999,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,Fishing,M,23,Lacerations to left leg,N,7' shark,Aug,1.0,North Hemisphere,summer
Aug,1999,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,17,Small lacerations to right foot,N,,Aug,1.0,North Hemisphere,summer
Aug,1999,Unprovoked,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County",Lying prone in 2' of water,M,10,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N,1.8 m [6'] shark,Aug,1.0,North Hemisphere,summer
Aug,1999,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,M,62,Right ankle & heel  lacerated,N,4' to 5' shark,Aug,1.0,North Hemisphere,summer
Aug,1999,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Spearfishing & holding catch,M,35,Right arm bitten,N,2.7 m [9']  bull shark or Caribbean reef shark,Aug,1.0,North Hemisphere,summer
Jul,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Kogebaai,Surfing,M,42,Right thigh bitten,N,"White shark, 3 m to 5 m [10' to 16.5'] ",Jul,1.0,South Hemisphere,winter
Jul,1999,Unprovoked,USA,Florida,"Two miles off Key Colony Beach, Monroe County",Swimming with dolphins,M,43,Ankle bitten,N,"Bull shark, 2.1 m [7']",Jul,1.0,North Hemisphere,summer
Jul,1999,Unprovoked,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),Surfing,M,43,Right thigh & buttock bitten,N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Jul,1.0,North Hemisphere,summer
Jul,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),Boogie boarding,M,14,FATAL,Y,White shark,Jul,1.0,South Hemisphere,winter
Jul,1999,Unprovoked,USA,Florida,"Pensacola  Beach, Escambia County",Wading in school of baitfish,F,30,Lacerations knee to ankle,N,"Blacktip shark, 1.8 m [6'] ",Jul,0.0,North Hemisphere,summer
Jul,1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",Surfing,M,29,Leg & board bitten,N,"White shark, 4 m [13'] ",Jul,1.0,South Hemisphere,winter
Jun,1999,Unprovoked,USA,Florida,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",Adrift in a life jacket,M,20,9-inch gash in left foot ,N,1.2 m [4'] shark,Jun,1.0,North Hemisphere,summer
Jun,1999,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,M,21,Right hand and wrist lacerated,N,3' to 4' shark,Jun,1.0,North Hemisphere,summer
Jun,1999,Unprovoked,USA,Florida,"Atlantiic Beach, Duval County",Swimming,M,41,8-inch bite on calf,N,,Jun,1.0,North Hemisphere,summer
Jun,1999,Unprovoked,USA,Florida,"Atlantic Dunes Park, Delray Beach, Palm Beach County",Splashing / wading,M,5,Knee lacerated,N,Blacktip or spinner shark,Jun,1.0,North Hemisphere,summer
May,1999,Unprovoked,AUSTRALIA,South Australia,"Hardwicke Bay, Yorke Peninsula",Windsurfing,M,22,"FATAL, body not recovered",Y,Thought to involve a white shark,May,1.0,South Hemisphere,autumn
May,1999,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,21,Leg & hands bitten,N,"Tiger shark, 2.5 m [8.25']",May,1.0,South Hemisphere,autumn
Apr,1999,Unprovoked,MAURITIUS,Grand Baie,Pointe aux Canonniers,Swimming,F,41,Thigh bitten,N,"Grey reef shark, 1.5 m ",Apr,0.0,South Hemisphere,autumn
Apr,1999,Unprovoked,REUNION,L' Etang Salé-les-Bains,Roche-aux-Oiseaux,Swimming after being swept into sea by a large wave,M,52,FATAL,Y,3 bull sharks,Apr,1.0,,
Apr,1999,Unprovoked,USA,Florida,"Hobe Sound Beach, Palm Beach County",Surfing,M,14,Ankle bitten,N,,Apr,1.0,North Hemisphere,spring
Mar,1999,Unprovoked,USA,Hawaii,"Olowalu side of Lahina, Maui ","Swimming, towing a kayak",F,29,"FATAL, arm bitten ",Y,,Mar,0.0,North Hemisphere,spring
Mar,1999,Provoked,NEW ZEALAND,,,Fishing,M,28,Right thigh bitten PROVOKED INCIDENT,N,"Mako shark, 1.3 m gaffed ",Mar,1.0,South Hemisphere,autumn
Mar,1999,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Body surfing or body boarding,M,18,Bruised right leg,N,,Mar,1.0,North Hemisphere,spring
Mar,1999,Unprovoked,USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",Swimming near pod of whales,F,29,Tissue removed knee to thigh,N,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,Mar,0.0,North Hemisphere,spring
Feb,1999,Unprovoked,AUSTRALIA,New South Wales,Scotts Head,Surfing,M,35,"Left hand & forearm bitten, board bitten",N,Bronze whaler or tiger shark,Feb,1.0,South Hemisphere,summer
Feb,1999,Unprovoked,USA,Florida,"Hobe Sound, Martin County",Surfing,M,25,Left hand bitten,N,Spinner shark,Feb,1.0,North Hemisphere,winter
Jan,1999,Unprovoked,MAURITIUS,,Belle-Mare,Spearfishing,M,47,Legs & torso injured,N,Bull shark,Jan,1.0,South Hemisphere,summer
Jan,1999,Invalid,AUSTRALIA,Northern Territory,Gulf of Carpenteria,Fishing,F,37,"Cut foot, but injury caused by fishing line, not the shark",,Shark involvement not confirmed,Jan,0.0,South Hemisphere,summer
Dec,1998,Provoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,19,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,N,,Dec,1.0,North Hemisphere,winter
Dec,1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Standing,F,21,2 puncture wounds in left leg,N,,Dec,0.0,South Hemisphere,summer
Dec,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Surfing,M,18,Leg bitten,N,Possibly a white shark,Dec,1.0,South Hemisphere,summer
Dec,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Splashing,M,14,Right leg bitten,N,,Dec,1.0,South Hemisphere,summer
Dec,1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Surfing,F,21,Leg injured,N,,Dec,0.0,South Hemisphere,summer
Nov,1998,Unprovoked,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Swimming,M,9,FATAL,Y,Tiger shark,Nov,1.0,North Hemisphere,autumn
Nov,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Right foot bitten,N,1.2 m [4'] shark,Nov,1.0,North Hemisphere,autumn
Nov,1998,Unprovoked,USA,Florida,"South Beach Park, Indian River County",Walking,M,13,Survived,N,"A ""small shark""",Nov,1.0,North Hemisphere,autumn
Nov,1998,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,32,No injury,N,"White shark, 5 m  to 6 m [16.5' to 20'] ",Nov,1.0,North Hemisphere,autumn
Nov,1998,Provoked,JAPAN,Southern Japan,460 miles off Iwakuni,Fishing for tuna,M,52,PROVOKED INCIDENT    Knee bitten by shark trapped in net,N,6' shark,Nov,1.0,North Hemisphere,autumn
Nov,1998,Unprovoked,BRAZIL,Pernambuco," Boa Viagem Beach, Recife",Surfing,M,22,"FATAL, left forearm severed  ",Y,Though to involve a white shark,Nov,1.0,South Hemisphere,spring
Oct,1998,Unprovoked,USA,Florida,"Jupiter Beach, Palm Beach County",Swimming,F,17,Minor lacerations on right ankle & foot,N,,Oct,0.0,North Hemisphere,autumn
Oct,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,Surfing,M,30,"No injury, surfboard bitten",N,,Oct,1.0,South Hemisphere,spring
Oct,1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,17,Right leg bitten,N,,Oct,1.0,South Hemisphere,spring
Oct,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,M,28,2 one-inch lacerations in left foot,N,,Oct,1.0,North Hemisphere,autumn
Sep,1998,Unprovoked,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Surfing,M,6,Puncture wounds to leg,N,,Sep,1.0,North Hemisphere,autumn
Sep,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Left arm lacerated,N,,Sep,1.0,North Hemisphere,autumn
Sep,1998,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Surfing,M,28,Right foot bitten,N,1.8 m [6'] shark,Sep,1.0,North Hemisphere,autumn
Aug,1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,26,Toes lacerated,N,3' to 4' shark,Aug,1.0,North Hemisphere,summer
Aug,1998,Unprovoked,USA,California,"Stinson Beach, Marin County",Boogie boarding,M,16,"Thigh, buttocks & lower back lacerated",N,"White shark, 5 m to 6 m [16.5' to 20'] ",Aug,1.0,North Hemisphere,summer
Aug,1998,Unprovoked,BAHAMAS,Berry Islands,Ambergris Cay,Spearfishing,M,28,Calf bitten,N,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",Aug,1.0,North Hemisphere,summer
Aug,1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Body-boarding,M,11,Left calf injured,N,4.5' to 5' shark,Aug,1.0,North Hemisphere,summer
Aug,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",Surfing (or body boarding),M,19,Legs bitten,N,"White shark, 4 m [13'] ",Aug,1.0,South Hemisphere,winter
Aug,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Pringle Bay,Spearfishing,M,24,Leg bitten,N,"White shark, 4.9 m [16']",Aug,1.0,South Hemisphere,winter
Jul,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,13,Calf bitten,N,,Jul,1.0,North Hemisphere,summer
Jul,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Wading,M,47,Right leg bitten,N,"Raggedtooth shark, 1.2 m [4'] ",Jul,1.0,South Hemisphere,winter
Jul,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,M,16,Knee bitten,N,5' to 6' shark,Jul,1.0,South Hemisphere,winter
Jul,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Surfing,M,10,Right leg bitten,N,"Raggedtooth shark, 1.2 m [4'] ",Jul,1.0,South Hemisphere,winter
Jun,1998,Unprovoked,AUSTRALIA,South Australia,South Neptune Island,Free diving for abalone,M,26,"FATAL, left thigh and lower leg severely injured  ",Y,Thought to involve a 5.5 m white shark named Kong,Jun,1.0,South Hemisphere,winter
Jun,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London",Body Boarding,M,20,"FATAL, hands & calf bitten  ",Y,White shark,Jun,1.0,South Hemisphere,winter
Jun,1998,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,18,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",N,,Jun,1.0,North Hemisphere,summer
May,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Surfing,M,17,Minor laceration on foot,N,,May,1.0,South Hemisphere,autumn
May,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,Body boarding,M,15,Right shoulder & arm bitten,N,3 m to 4 m [10' to 13'] white shark,May,1.0,South Hemisphere,autumn
May,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Body boarding,M,16,Leg bitten,N,Unidentified,May,1.0,South Hemisphere,autumn
May,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,40,4 lacerations on the sole of his right foot,N,"Lemon shark, 1.5 m [5'], identified  by the surfer",May,1.0,North Hemisphere,spring
May,1998,Unprovoked,USA,Florida,"Pecks Lake, Martin County",Swimming,F,14,Ankle & foot bitten,N,"1.8 m [6'] shark, possibly a blacktip",May,0.0,North Hemisphere,spring
May,1998,Unprovoked,USA,Florida,"Walden Rocks, St. Lucie County",Swimming / surfing,M,24,Left arm & wrist lacerated,N,,May,1.0,North Hemisphere,spring
May,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Keurbooms,Body boarding,M,22,"Lower legs bitten, foot severed",N,4 m [13'] white shark,May,1.0,South Hemisphere,autumn
Apr,1998,Unprovoked,MOZAMBIQUE,Gaza,"Bilene Bay, 180 km north of Maputo",Towing rubber dinghy,F,35,"FATAL, torso & abdomen bitten, forearm severed ",Y,3 m [10'] shark,Apr,0.0,South Hemisphere,autumn
Apr,1998,Unprovoked,USA,Oregon,Gleneden Beach,Surfing (lying prone on his board),M,50,Right thigh bitten,N,5 m [16.5'] white shark,Apr,1.0,North Hemisphere,spring
Apr,1998,Provoked,USA,Florida,"Marathon, Monroe County",Scuba diving,M,16,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",N,"Nurse shark, 0.9 m [3'] ",Apr,1.0,North Hemisphere,spring
Mar,1998,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,40,Heel lacerated,N,,Mar,1.0,North Hemisphere,spring
Mar,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Snorkeling  hunting crayfish and abalone,M,33,Lower leg lacerated,N,3 m [10'] white shark,Mar,1.0,South Hemisphere,autumn
Mar,1998,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming or paddle boarding,M,32,6 puncture wounds to right calf,N,5' spinner shark,Mar,1.0,North Hemisphere,spring
Jan,1998,Invalid,AUSTRALIA,New South Wales,Whale Beach,Spearfishing,M,31,"Missing, thought to have been taken by a shark",,Shark involvement not confirmed,Jan,1.0,South Hemisphere,summer
Jan,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,M,21,Calf & foot lacerated,N,,Jan,1.0,South Hemisphere,summer
Jan,1998,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Surfing,M,23,Leg bitten,N,Small dusky shark or blackfin shark,Jan,1.0,South Hemisphere,summer
Dec,1997,Unprovoked,SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",Spearfishing,M,39,FATAL,Y,White shark,Dec,1.0,South Hemisphere,summer
Dec,1997,Invalid,USA,Florida,"Fort Lauderdale, Broward County",,F,29,"Ankle bitten, but shark involvement unconfirmed",,Shark involvement not confirmed,Dec,0.0,North Hemisphere,winter
Dec,1997,Unprovoked,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,8,Left leg gashed knee to ankle,N,,Dec,1.0,North Hemisphere,winter
Nov,1997,Unprovoked,AUSTRALIA,Western Australia,Albany,Scuba diving (submerged riding a scooter),M,42,Left arm lacerated when shark grabbed scooter,N,White shark,Nov,1.0,South Hemisphere,spring
Nov,1997,Unprovoked,USA,Florida,,Swimming,M,32,Thigh bitten,N,,Nov,1.0,North Hemisphere,autumn
Nov,1997,Invalid,AUSTRALIA,New South Wales,Botany Bay?,Unknown,M,21,5 m white shark obsrved feeding on remains 6 days later,,Shark involvement prior to death suspected but not confirmed,Nov,1.0,South Hemisphere,spring
Oct,1997,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",Surf-skiing,M,51,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",N,5.5 m [18'] white shark,Oct,1.0,South Hemisphere,spring
Oct,1997,Unprovoked,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Body boarding or surfing,M,19,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",N,"Tiger shark, 4 m to 4.3 m [13' to 14'] ",Oct,1.0,North Hemisphere,autumn
Oct,1997,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,23,"5"" gash in foot",N,Possibly a blacktip shark,Oct,1.0,North Hemisphere,autumn
Oct,1997,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,12,Left foot bitten,N,1.2 m to 1.5 m [4' to 5'] shark,Oct,1.0,North Hemisphere,autumn
Oct,1997,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,14,Laceration & 3 puncture wounds to anterior right thigh,N,,Oct,0.0,North Hemisphere,autumn
Sep,1997,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,20,FATAL,Y,,Sep,1.0,South Hemisphere,spring
Sep,1997,Unprovoked,USA,Florida,Volusia County  ,Surfing,M,12,Laceration to right foot,N,,Sep,1.0,North Hemisphere,autumn
Sep,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,,17,2 small lacerations to bottom of foot,N,small blacktip shark,Sep,,North Hemisphere,autumn
Sep,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Lacerations to lower left leg,N,,Sep,1.0,North Hemisphere,autumn
Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Lacerations on right ankle & heel,N,,Aug,1.0,North Hemisphere,summer
Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking / surfing,M,22,"2"" laceration on left heel",N,,Aug,1.0,North Hemisphere,summer
Aug,1997,Unprovoked,USA,California,"Clam Beach, near Eureka, Humboldt County",Surfing (sitting on his board),M,29,Leg & hand bitten,N,5 m [16.5'] white shark,Aug,1.0,North Hemisphere,summer
Aug,1997,Invalid,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",SCUBA diving,M,28,FATAL,,Shark involvement prior to death was not confirmed,Aug,1.0,North Hemisphere,summer
Aug,1997,Unprovoked,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",SCUBA diving,M,33,"FATAL, arm & leg severed ",Y,"Tiger shark, 5.2 m [17']",Aug,1.0,North Hemisphere,summer
Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Floating on raft,F,12,Small lacerations on right lower leg,N,,Aug,0.0,North Hemisphere,summer
Aug,1997,Unprovoked,EGYPT,Red Sea,Safaga,Fishing,M,17,Seriously injured,N,,Aug,1.0,South Hemisphere,winter
Aug,1997,Unprovoked,EGYPT,Red Sea,Safaga,Fishing,M,16,FATAL,Y,Thought to involve an oceanic whitetip shark or a white shark,Aug,1.0,South Hemisphere,winter
Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,17,Lacerations to foot,N,,Aug,1.0,North Hemisphere,summer
Aug,1997,Unprovoked,USA,Texas,"East Beach, Galveston",Wading,F,10,Wrist & am bitten,N,1 m shark,Aug,0.0,North Hemisphere,summer
Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,M,17,Top of left foot bitten,N,juvenile shark,Aug,1.0,North Hemisphere,summer
Aug,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading / Surfing,M,19,Top of left foot bitten,N,"""juvenile shark""",Aug,1.0,North Hemisphere,summer
Jul,1997,Unprovoked,AUSTRALIA,Queensland,"Pincushion, north of Maroochydore Beach",Surfing,M,19,Leg lacerated,N,,Jul,1.0,South Hemisphere,winter
Jul,1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",Surfing,M,25,FATAL,Y,4.5 m white shark,Jul,1.0,South Hemisphere,winter
Jul,1997,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Standing,M,50,Left calf bitten,N,Blacktip shark,Jul,1.0,North Hemisphere,summer
Jul,1997,Unprovoked,OKINAWA,Miyako,Hirara,Fishing for octopus,M,55,"FATAL, legs severed  ",Y,White shark,Jul,1.0,North Hemisphere,summer
Jun,1997,Unprovoked,FIJI,Taveuni,Off a small island 5 km from Garden Island Resort,Snorkeling,F,47,"Bitten on inner thigh, leg surgically amputated",N,"Tiger shark, 2.7m  [9']",Jun,0.0,South Hemisphere,winter
Jun,1997,Unprovoked,USA,Florida, Palm Beach County,Surfing,M,18,Laceration to left upper arm,N,Possibly a spinner shark,Jun,1.0,North Hemisphere,summer
Jun,1997,Unprovoked,USA,Florida,"Daytona Beach Shores,  Volusia County","Body surfing, stood up on sandbar",M,33,4 lacerations above left ankle,N,1.2 m [4'] shark (spinner shark?),Jun,1.0,North Hemisphere,summer
May,1997,Unprovoked,USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee ,Spearfishing,M,35,Right thigh punctured,N,4' shark,May,1.0,North Hemisphere,spring
May,1997,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,34,Left elbow bitten,N,Possibly a sand shark,May,1.0,North Hemisphere,spring
May,1997,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,12,Left ankle bitten,N,Possibly a sand shark,May,1.0,North Hemisphere,spring
May,1997,Unprovoked,BAHAMAS,Abaco Islands,Powell Cay,Spearfishing,M,54,Right arm bitten,N,Possibly a Caribbean reef shark,May,1.0,North Hemisphere,spring
Apr,1997,Unprovoked,BRAZIL,Rio de Janeiro,"Manguinhos, Ilha Feia, Búzios",Windsurfing,M,22,Lower left leg & ankle bitten,N,3.7m  to 4.2 m white shark,Apr,1.0,South Hemisphere,autumn
Feb,1997,Unprovoked,AUSTRALIA,Queensland,"Carrara, Nerang River",Swimming,F,21,Left leg biten,N,a small shark,Feb,0.0,South Hemisphere,summer
Feb,1997,Unprovoked,AUSTRALIA,Queensland,Whitsunday Passage,Scuba diving,M,30,Left arm bitten,N,"Tiger shark, 2m to 3m ",Feb,1.0,South Hemisphere,summer
Feb,1997,Boat,AUSTRALIA,New South Wales,"Iron Cove, Sydney",Rowing ,F,49,"Bruised, when shark struck scull & catapulted her into the water",N,,Feb,0.0,South Hemisphere,summer
Jan,1997,Unprovoked,AUSTRALIA,Queensland,"Whitehaven Beach, Whitsundays Island",Snorkeling,M,27,"Left leg lacerated, punctures to right leg",N,1.8 m to 2.1 m [6' to 7'] shark,Jan,1.0,South Hemisphere,summer
Jan,1997,Unprovoked,AUSTRALIA,Western Australia,Geraldton,Windsurfing,M,41,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Y,"Tiger shark, 4.5 m [14'9""]",Jan,1.0,South Hemisphere,summer
Dec,1996,Unprovoked,AUSTRALIA,Queensland,Coolum Beach,Surfing,M,18,,UNKNOWN,,Dec,1.0,South Hemisphere,summer
Nov,1996,Unprovoked,USA,California,"Salmon Creek Beach, Sonoma County",Surfing,M,45,Single laceration on ankle & board bitten,N,3 m to 5 m [10' to 16.5'] white shark,Nov,1.0,North Hemisphere,autumn
